event_id,tweet_id,text,user_id,created_at,user_loc,place_type,place_full_name,place_country_code,hashtags,user_mentions,image_urls,entities,words,filtered_words,sampled_words
12,260553826329833473,Now this is  what I call a rally! #worldseries #herewecome,463439818,2012-10-23 01:30:47,,,,,"['worldseries', 'herewecome']",[],[],[],"['rally', 'call']","['rally', 'call']",[]
12,260554099018326016,Bases loaded again! Looks like the #giants are gonna go to the #WorldSeries,79561591,2012-10-23 01:31:52,,,,,"['giants', 'WorldSeries']",[],[],"[('#', 'CARDINAL'), ('WorldSeries', 'ORG')]","['Looks', 'na', 'load', 'like', 'basis', 'go', 'gon']","['looks', 'na', 'load', 'like', 'basis', 'go', 'gon']",[]
12,260554140919410688,It will take a #miracle to win this one #NLCS #SFGiants to the #worldseries,401598071,2012-10-23 01:32:02,California,,,,"['miracle', 'NLCS', 'SFGiants', 'worldseries']",[],[],"[('#', 'CARDINAL'), ('#NLCS #', 'MONEY'), ('SFGiants', 'ORG'), ('#', 'CARDINAL')]","['one', 'take', 'win']","['one', 'take', 'win']",[]
12,260554661046677504,Giants Tigers #WorldSeries,198766675,2012-10-23 01:34:06,,,,,['WorldSeries'],[],[],"[('Giants', 'ORG'), ('#', 'CARDINAL'), ('WorldSeries', 'ORG')]","['Giants', 'Tigers']","['giants', 'tigers']",[]
12,260555177029939200,#Tigers better be boarding that flight to San Fran now #WorldSeries,226805347,2012-10-23 01:36:09,"Clawson, MI",,,,"['Tigers', 'WorldSeries']",[],[],"[('#', 'CARDINAL'), ('San Fran', 'GPE'), ('WorldSeries', 'ORG')]","['flight', 'Fran', 'well', 'San', 'board']","['flight', 'fran', 'well', 'san', 'board']",[]
13,262069521995661312,Sebastian Vettel has gone top by 0.065s from Mark Webber #F1,19280100,2012-10-27 05:53:37,"Bath, England, United Kingdom",,,,['F1'],[],[],"[('Sebastian Vettel', 'PERSON'), ('Mark Webber', 'PERSON')]","['Webber', '0065s', 'sebastian', 'Vettel', 'top', 'Mark', 'go']","['webber', 'sebastian', 'vettel', 'top', 'mark', 'go']",['mark']
13,262084097000763393,Vettel remains on top in India | 2012 Indian Grand Prix third practice http://t.co/TefJj2fn #2012F1season #F1,121721328,2012-10-27 06:51:32,,,,,"['2012F1season', 'F1']",[],[],"[('Vettel', 'ORG'), ('India', 'GPE'), ('2012', 'DATE'), ('Indian Grand Prix', 'LAW'), ('third', 'ORDINAL'), ('#2012F1season #', 'MONEY')]","['practice', 'Prix', 'Grand', 'India', 'Indian', 'remain', 'Vettel', 'third', 'top']","['practice', 'prix', 'grand', 'india', 'indian', 'remain', 'vettel', 'third', 'top']",[]
13,262101364920971264,Sebastian Vettel beats rival Fernando Alonso in Indian Grand Prix practice http://t.co/AxwgCABD via @MailOnline,38413362,2012-10-27 08:00:09,+256 & +254,,,,[],[15438913],[],"[('Sebastian Vettel', 'LOC'), ('Fernando Alonso', 'ORG'), ('Indian', 'NORP'), ('@MailOnline', 'GPE')]","['beat', 'practice', 'Prix', 'sebastian', 'Grand', 'Alonso', 'rival', 'Indian', 'Vettel', 'Fernando']","['beat', 'practice', 'prix', 'sebastian', 'grand', 'alonso', 'rival', 'indian', 'vettel', 'fernando']",[]
13,262126019291529217,Sebastian Vettel takes pole in Indian Grand Prix 2012 http://t.co/x3gTrphn,260217132,2012-10-27 09:38:07,India,,,,[],[],[],"[('Sebastian Vettel', 'PERSON'), ('Indian', 'NORP'), ('2012', 'DATE')]","['pole', 'Prix', 'sebastian', 'Grand', 'Indian', 'take', 'Vettel']","['pole', 'prix', 'sebastian', 'grand', 'indian', 'take', 'vettel']",[]
13,262126640191111168,Sebastian Vettel is on pole for the Indian Grand Prix! #F1,58694603,2012-10-27 09:40:35,"Dallas, TX",,,,['F1'],[],[],"[('Sebastian Vettel', 'PERSON'), ('Indian', 'NORP')]","['pole', 'Prix', 'sebastian', 'Grand', 'Indian', 'Vettel']","['pole', 'prix', 'sebastian', 'grand', 'indian', 'vettel']",[]
13,262136395777335296,Sebastian Vettel leads team-mate Mark Webber to a Red Bull one-two in qualifying for the Indian Grand Prix.,582679522,2012-10-27 10:19:21,Chester UK,,,,[],[],[],"[('Sebastian Vettel', 'PERSON'), ('Mark Webber', 'PERSON'), ('Red Bull', 'ORG'), ('one-two', 'CARDINAL')]","['Webber', 'qualify', 'Prix', 'sebastian', 'Grand', 'onetwo', 'Bull', 'Indian', 'lead', 'teammate', 'Vettel', 'Red', 'Mark']","['webber', 'qualify', 'prix', 'sebastian', 'grand', 'onetwo', 'bull', 'indian', 'lead', 'teammate', 'vettel', 'red', 'mark']","['onetwo', 'mark']"
13,262142880271966208,"Vettel on pole for the Indian GP: 
        
      News
  
      27 Oct, 2012
  
Sebastian Vettel and Mark Webber... http://t.co/8rzMYOs7",135784305,2012-10-27 10:45:07,In the car,,,,[],[],[],"[('Indian', 'NORP'), ('GP', 'ORG'), ('27 Oct, 2012', 'DATE'), ('Sebastian', 'NORP'), ('Mark Webber', 'PERSON')]","['Webber', 'pole', 'sebastian', 'Oct', 'News', 'Indian', 'Vettel', 'GP', 'Mark']","['webber', 'pole', 'sebastian', 'oct', 'news', 'indian', 'vettel', 'gp', 'mark']",['mark']
13,262185347453173760,Sebastian Vettel faces a bigger battle this time in Formula One http://t.co/FsPOYhgI,130743819,2012-10-27 13:33:52,India,,,,[],[],[],"[('Sebastian Vettel', 'LOC'), ('Formula', 'GPE')]","['One', 'sebastian', 'big', 'Formula', 'Vettel', 'time', 'battle', 'face']","['one', 'sebastian', 'big', 'formula', 'vettel', 'time', 'battle', 'face']",[]
13,262232722397855744,F1: Vettel on pole as Red Bulls dominate: Sebastian Vettel usurped Fernando Alonso as Formula One's youngest double... http://t.co/6LqBKuqu,244317966,2012-10-27 16:42:07,Global,,,,[],[],[],"[('Sebastian Vettel', 'LOC'), ('Fernando', 'GPE'), (""Formula One's"", 'PERSON')]","['Bulls', 'pole', 'usurp', 'Ones', 'Alonso', 'F1', 'Formula', 'Sebastian', 'double', 'Vettel', 'youngest', 'Red', 'dominate', 'Fernando']","['bulls', 'pole', 'usurp', 'ones', 'alonso', 'formula', 'sebastian', 'double', 'vettel', 'youngest', 'red', 'dominate', 'fernando']",[]
13,262245238326829056,mohsin F1: Vettel on pole as Red Bulls dominate: Sebastian Vettel usurped Fernando Alonso as Formula One's young... http://t.co/RHXbwJ8a,168455257,2012-10-27 17:31:51,karachi,,,,[],[],[],"[('Sebastian Vettel', 'LOC'), ('Fernando', 'GPE'), (""Formula One's"", 'PERSON')]","['Bulls', 'pole', 'usurp', 'Ones', 'young', 'Alonso', 'F1', 'Formula', 'Sebastian', 'Vettel', 'Red', 'mohsin', 'dominate', 'Fernando']","['bulls', 'pole', 'usurp', 'ones', 'young', 'alonso', 'formula', 'sebastian', 'vettel', 'red', 'mohsin', 'dominate', 'fernando']",[]
14,262176610810212352,The San Francisco Giants will sweep the World Series.,227526635,2012-10-27 12:59:09,Texas,,,,[],[],[],"[('The San Francisco Giants', 'ORG'), ('the World Series', 'EVENT')]","['Series', 'sweep', 'Francisco', 'San', 'Giants', 'World']","['series', 'sweep', 'francisco', 'san', 'giants', 'world']",[]
14,262179878437257217,Watch San Francisco Giants vs. Detroit Tigers - Comerica Park - World Series - live http://t.co/s5LkWud7,806023584,2012-10-27 13:12:08,,,,,[],[],[],"[('Watch San Francisco Giants', 'ORG'), ('Detroit Tigers - Comerica Park - World', 'ORG')]","['Series', 'Comerica', 'Francisco', 'San', 'Giants', 'Detroit', 'Park', 'watch', 'Tigers', 'live', 'vs', 'World']","['series', 'comerica', 'francisco', 'san', 'giants', 'detroit', 'park', 'watch', 'tigers', 'live', 'vs', 'world']",[]
14,262211096574836738,2012 World Series Game 3 preview: San Francisco Giants vs. Detroit Tigers: A preview of tonight’s World Series G... http://t.co/xAjLpzJn,532658966,2012-10-27 15:16:11,"Waterford, MI 48327",,,,[],[],[],"[('2012', 'DATE'), ('World Series Game 3', 'EVENT'), ('San Francisco Giants', 'ORG'), ('Detroit Tigers', 'ORG'), ('tonight', 'TIME'), ('’s World Series G', 'EVENT')]","['Series', 'Francisco', '’', 'tonight', 'San', 'World', 'Giants', 'preview', 'Detroit', 'Tigers', 'vs', 'Game']","['series', 'francisco', 'tonight', 'san', 'world', 'giants', 'preview', 'detroit', 'tigers', 'vs', 'game']",[]
14,262346740164870144,"Going into the bottom of the 1st in Game 3 of the World Series - San Francisco Giants, no score; Detroit Tigers coming up.",30348582,2012-10-28 00:15:11,,,,,[],[],[],"[('the 1st', 'DATE'), ('Game 3', 'EVENT'), ('the World Series - San Francisco Giants', 'EVENT'), ('Detroit Tigers', 'ORG')]","['score', 'Series', 'Francisco', '1st', 'World', 'San', 'Giants', 'come', 'bottom', 'Detroit', 'Tigers', 'go', 'Game']","['score', 'series', 'francisco', 'world', 'san', 'giants', 'come', 'bottom', 'detroit', 'tigers', 'go', 'game']",[]
14,262347927274532864,"Live chat: World Series Game 3 between San Francisco Giants and Detroit Tigers, 8 p.m. ET:  http://t.co/xbZ1cCNg",536745255,2012-10-28 00:19:54,"Madison Heights, MI 48071",,,,[],[],[],"[('World Series Game 3', 'EVENT'), ('San Francisco Giants', 'ORG'), ('Detroit Tigers', 'ORG'), ('8 p.m. ET', 'TIME')]","['Series', 'Francisco', 'pm', 'World', 'San', 'Giants', 'ET', 'chat', 'Detroit', 'Tigers', 'live', 'Game']","['series', 'francisco', 'pm', 'world', 'san', 'giants', 'et', 'chat', 'detroit', 'tigers', 'live', 'game']",[]
14,262348707280871425,#SGS San Francisco Giants vs Detroit Tigers: World Series Game 3 - live!: Rolling report: San Francisco Giants v... http://t.co/awI0hlCg,393597620,2012-10-28 00:23:00,Gridiron,,,,['SGS'],[],[],"[('#', 'CARDINAL'), ('San Francisco Giants', 'ORG'), ('Detroit Tigers:', 'ORG'), ('World Series Game 3', 'EVENT'), ('San Francisco Giants', 'ORG')]","['Series', 'repo', 'Francisco', 'giant', 'San', 'Rolling', 'Giants', 'Game', 'Detroit', 'Tigers', 'live', 'vs', 'World']","['series', 'repo', 'francisco', 'giant', 'san', 'rolling', 'giants', 'game', 'detroit', 'tigers', 'live', 'vs', 'world']",[]
14,262401907895701504,http://t.co/kXghqdP3 - Detroit Tigers vs. San Francisco Giants: Team Grades from World Series Game 3:  http://t.co/QBkZFqsI,38702668,2012-10-28 03:54:24,,,,,[],[],[],"[('San Francisco Giants', 'ORG'), ('Team Grades', 'ORG'), ('World Series Game 3', 'EVENT')]","['Series', 'Francisco', 'San', 'Grades', 'Giants', 'Game', 'Detroit', 'Tigers', 'Team', 'vs', 'World']","['series', 'francisco', 'san', 'grades', 'giants', 'game', 'detroit', 'tigers', 'team', 'vs', 'world']",[]
14,262403526884474880,San Francisco Giants vs Detroit Tigers: World Series Game 3 - live! http://t.co/YNtmEqsu,594461131,2012-10-28 04:00:50,,,,,[],[],[],"[('San Francisco Giants', 'ORG'), ('Detroit Tigers:', 'ORG'), ('World Series Game 3', 'EVENT')]","['Series', 'Francisco', 'San', 'Giants', 'Game', 'Detroit', 'Tigers', 'live', 'vs', 'World']","['series', 'francisco', 'san', 'giants', 'game', 'detroit', 'tigers', 'live', 'vs', 'world']",[]
14,262537606301089793,The Detroit Tigers are the #Solyndra of Major League Baseball.  #FallClassic,159936912,2012-10-28 12:53:37,The Hub of the Universe,,,,"['Solyndra', 'FallClassic']",[],[],"[('The Detroit Tigers', 'ORG'), ('Major League Baseball', 'ORG'), ('FallClassic', 'ORG')]","['Baseball', 'Major', 'League', 'Detroit', 'Tigers']","['baseball', 'major', 'league', 'detroit', 'tigers']",[]
14,262579117206171648,Watch Online Stream o Giants MLB World Series 28.10.2012 http:///watch-online-stream-detroit-tigers-vs-san-francisco-giants-mlb-world-serie,451814372,2012-10-28 15:38:34,,,,,[],[],[],"[('Watch Online Stream', 'ORG')]","['Series', 'httpwatchonlinestreamdetroittigersvssanfranciscogiantsmlbworldserie', 'Online', 'Stream', 'MLB', 'Giants', 'watch', 'World']","['series', 'httpwatchonlinestreamdetroittigersvssanfranciscogiantsmlbworldserie', 'online', 'stream', 'mlb', 'giants', 'watch', 'world']",['httpwatchonlinestreamdetroittigersvssanfranciscogiantsmlbworldserie']
15,263309433793282048,Should it be up to Britain and not Europe. who we allow into the country?: http://t.co/VEZgmCYN...with-no-jobs-... http://t.co/YqLhAPK9,239389099,2012-10-30 16:00:35,,,,,[],[],[],"[('Britain', 'GPE'), ('Europe', 'LOC')]","['Britain', 'allow', 'country', 'Europe']","['britain', 'allow', 'country', 'europe']",[]
15,263309609840803840,"Photo: You didn’t try at all Britain You are drunk, go to bed Britain. http://t.co/bFKvFvAe",16381404,2012-10-30 16:01:17,"Warrington, England",,,,[],[],[],"[('Britain', 'GPE'), ('Britain', 'GPE')]","['Britain', 'drunk', 'bed', '’', 'photo', 'go', 'try']","['britain', 'drunk', 'bed', 'photo', 'go', 'try']",[]
15,263309786102251520,Preparing myself for the Pride of Britain Awards tonight. Gonna cry like a bitch.,20362326,2012-10-30 16:01:59,England,,,,[],[],[],"[('tonight', 'TIME')]","['Britain', 'Pride', 'Awards', 'tonight', 'na', 'Gon', 'bitch', 'like', 'prepare', 'cry']","['britain', 'pride', 'awards', 'tonight', 'na', 'gon', 'bitch', 'like', 'prepare', 'cry']",[]
15,263311866602860545,I'm sorry but we learn britain english in malaysia .,68260260,2012-10-30 16:10:15,,,,,[],[],[],[],"['be', 'malaysia', '-PRON-', 'english', 'britain', 'learn', 'sorry']","['be', 'malaysia', 'english', 'britain', 'learn', 'sorry']",[]
15,263313812655071233,Shit i forget about the Pride Of Britain Awards tonight.,362119227,2012-10-30 16:17:59,Colne Lancashire.,,,,[],[],[],"[('the Pride Of Britain Awards', 'ORG')]","['Britain', 'Pride', 'Awards', 'tonight', 'Shit', 'forget']","['britain', 'pride', 'awards', 'tonight', 'shit', 'forget']",[]
15,263315620265881601,Great Britain Policeman China Thimble added to marketplace,868065920,2012-10-30 16:25:10,United Kingdom,,,,[],[],[],"[('Britain', 'GPE'), ('China', 'GPE')]","['marketplace', 'Britain', 'Policeman', 'Great', 'add', 'Thimble', 'China']","['marketplace', 'britain', 'policeman', 'great', 'add', 'thimble', 'china']",[]
15,263316031546732545,pride of Britain awards tonight!,415021045,2012-10-30 16:26:48,Manchester/Lincoln,,,,[],[],[],"[('Britain', 'GPE'), ('tonight', 'TIME')]","['pride', 'Britain', 'award', 'tonight']","['pride', 'britain', 'award', 'tonight']",[]
15,263316949793124352,"#Kurds Repel FSA, #FSA Blames Bashar, Bashar Blames Israel, Israel Blames Iran, Iran Blames Britain……………  http://t.co/OKUDUw0l    #Syria",56726017,2012-10-30 16:30:27,The Trail Never Ends   مو شغلك,,,,"['Kurds', 'FSA', 'Syria']",[],[],"[('#', 'CARDINAL'), ('Kurds Repel FSA', 'ORG'), ('FSA', 'ORG'), ('Blames Bashar', 'PERSON'), ('Bashar Blames', 'PERSON'), ('Israel', 'GPE'), ('Israel', 'GPE'), ('Iran', 'GPE'), ('Iran', 'GPE'), ('Britain', 'GPE'), ('……', 'ORG'), ('#Syria', 'MONEY')]","['Britain', 'Bashar', '……', 'FSA', 'blame', 'Repel', '…', 'Israel', 'Iran', 'Blames']","['britain', 'bashar', 'fsa', 'blame', 'repel', 'israel', 'iran', 'blames']",[]
15,263318359217668096,1 of the reasons I still have lost faith in Britain! http://t.co/lplDXDqx,469441300,2012-10-30 16:36:04,preston ,,,,[],[],['http://pbs.twimg.com/media/A6d-pxCCAAAey7U.jpg'],"[('1', 'CARDINAL'), ('Britain', 'GPE')]","['Britain', 'faith', 'reason', 'lose', 'still']","['britain', 'faith', 'reason', 'lose', 'still']",[]
15,263319608910557184,I still got money from Britain idk wtf to do with it doe.,436690458,2012-10-30 16:41:01,MD,,,,[],[],[],"[('Britain', 'GPE')]","['Britain', 'doe', 'get', 'idk', 'wtf', 'money', 'still']","['britain', 'doe', 'get', 'idk', 'wtf', 'money', 'still']",[]
16,263011306674737152,ACT Alliance Alert: Hurricane Sandy in Haiti http://t.co/TnKGIDgq,126520439,2012-10-29 20:15:56,"Spring Arbor, MI ",,,,[],[],[],"[('ACT Alliance Alert:', 'ORG'), ('Hurricane Sandy', 'EVENT'), ('Haiti', 'GPE')]","['Hurricane', 'ACT', 'Alliance', 'Ale', 'Haiti', 'Sandy']","['hurricane', 'act', 'alliance', 'ale', 'haiti', 'sandy']",[]
16,263080504432156672,United states is getting it hard by this hurricane,122224128,2012-10-30 00:50:54,"Brampton, Ontario",,,,[],[],[],"[('United', 'ORG')]","['state', 'United', 'get', 'hard', 'hurricane']","['state', 'united', 'get', 'hard', 'hurricane']",[]
16,263118563534065664,Deadly Storm Hits The United States nicknamed Hurricane Sandy: At least 50 million people are... http://t.co/ult7bPD1 via @naijaXclusive,62574896,2012-10-30 03:22:08,OnTheRoad,,,,[],[207641061],[],"[('Deadly Storm Hits', 'PERSON'), ('The United States', 'GPE'), ('Hurricane Sandy', 'EVENT'), ('At least 50 million', 'CARDINAL')]","['United', 'Sandy', 'hit', 'least', 'Hurricane', 'Deadly', 'people', 'States', 'million', 'Storm', 'nickname']","['united', 'sandy', 'hit', 'least', 'hurricane', 'deadly', 'people', 'states', 'million', 'storm', 'nickname']",[]
16,263118571784253440,Deadly Storm Hits The United States nicknamed Hurricane Sandy: At least 50 million people are... http://t.co/u7pZSjvQ via @naijaXclusive,274523247,2012-10-30 03:22:10,GOD'S Presence. Psalm 91:1,,,,[],[207641061],[],"[('Deadly Storm Hits', 'PERSON'), ('The United States', 'GPE'), ('Hurricane Sandy', 'EVENT'), ('At least 50 million', 'CARDINAL')]","['United', 'Sandy', 'hit', 'least', 'Hurricane', 'Deadly', 'people', 'States', 'million', 'Storm', 'nickname']","['united', 'sandy', 'hit', 'least', 'hurricane', 'deadly', 'people', 'states', 'million', 'storm', 'nickname']",[]
16,263133440755503104,Hurricane Sandy Is Wrecking Through All Those States,444407468,2012-10-30 04:21:15,"Lumberton,Ms",,,,[],[],[],"[('Hurricane Sandy', 'PERSON')]","['state', 'Hurricane', 'Wrecking', 'Sandy']","['state', 'hurricane', 'wrecking', 'sandy']",[]
16,263139149027110913,Hurricane Sandy aftermath in the Hburg http://t.co/xdSnFenD,456298540,2012-10-30 04:43:56,,,,,[],[],[],"[('Hurricane Sandy', 'EVENT'), ('Hburg', 'GPE')]","['Hburg', 'Hurricane', 'aftermath', 'Sandy']","['hburg', 'hurricane', 'aftermath', 'sandy']",['hburg']
16,263143909885104128,I wish all the people of the United States safe from Hurricane Sandy.,243517933,2012-10-30 05:02:51,Thailand,,,,[],[],[],"[('the United States', 'GPE'), ('Hurricane Sandy', 'EVENT')]","['United', 'Hurricane', 'safe', 'people', 'wish', 'States', 'Sandy']","['united', 'hurricane', 'safe', 'people', 'wish', 'states', 'sandy']",[]
16,263182497473495040,"Yet Another Blow to Haiti, From Hurricane Sandy http://t.co/hvwOxBOa",185945946,2012-10-30 07:36:11,,,,,[],[],[],"[('Hurricane Sandy', 'EVENT')]","['yet', 'Hurricane', 'another', 'Blow', 'Haiti', 'Sandy']","['yet', 'hurricane', 'another', 'blow', 'haiti', 'sandy']",[]
16,263184753975500800,Hurricane Sandy: Passengers Stranded At MMIA: Over hundreds of the United States of American-bound passengers we... http://t.co/EsHVangy,276121917,2012-10-30 07:45:09,Osogbo ,,,,[],[],[],"[('MMIA', 'ORG'), ('hundreds', 'CARDINAL'), ('the United States', 'GPE'), ('American', 'NORP')]","['United', 'hundred', 'Hurricane', 'Passengers', 'Stranded', 'Americanbound', 'MMIA', 'passenger', 'States', 'Sandy']","['united', 'hundred', 'hurricane', 'passengers', 'stranded', 'americanbound', 'mmia', 'passenger', 'states', 'sandy']","['americanbound', 'mmia']"
16,263205993884827649,Haiti food crisis feared in Sandy's wake: Officials fear rising food prices and an increase in cholera cases in ... http://t.co/SWR3Z9It,227194065,2012-10-30 09:09:33,Malaysia,,,,[],[],[],"[('Sandy', 'GPE')]","['case', 'wake', 'official', 'Sandys', 'food', 'fear', 'crisis', 'rise', 'cholera', 'Haiti', 'price', 'increase']","['case', 'wake', 'official', 'sandys', 'food', 'fear', 'crisis', 'rise', 'cholera', 'haiti', 'price', 'increase']",[]
17,264383230097113089,"wish nhl would get its act together, miss my Blackhawks,",432144472,2012-11-02 15:07:28,"Robinson,il.",,,,[],[],[],"[('Blackhawks', 'ORG')]","['get', 'act', 'together', 'miss', 'nhl', 'would', 'wish', 'Blackhawks']","['get', 'act', 'together', 'miss', 'nhl', 'would', 'wish', 'blackhawks']",[]
17,264384396285603841,Hey #NHL! How are the labor talks coming a month into the season? #pathetic,37126089,2012-11-02 15:12:06,,,,,"['NHL', 'pathetic']",[],[],"[('NHL', 'ORG'), ('season', 'DATE'), ('#', 'CARDINAL')]","['labor', 'talk', 'come', 'season', 'hey', 'month']","['labor', 'talk', 'come', 'season', 'hey', 'month']",[]
17,264385897804472320,"If even the state of PA managed to pass a budget in 2009 101days past due, the NHL can deal in time for the Classic (108days) #endthelockout",44280144,2012-11-02 15:18:04,,,,,['endthelockout'],[],[],"[('PA', 'ORG'), ('2009', 'DATE'), ('NHL', 'ORG'), ('Classic', 'FAC')]","['state', '108days', '101days', 'even', 'deal', 'manage', 'Classic', 'NHL', 'due', 'PA', 'past', 'time', 'pass', 'budget']","['state', 'even', 'deal', 'manage', 'classic', 'nhl', 'due', 'pa', 'past', 'time', 'pass', 'budget']",[]
17,264387080581439488,"I've always held the notion that if the Winter Classic gets cancelled, the chance of hockey being played this season drops WAY down. #NHL",42546969,2012-11-02 15:22:46,Boston,,,,['NHL'],[],[],"[('Winter Classic', 'ORG'), ('NHL', 'ORG')]","['have', 'always', 'chance', 'Winter', 'get', '-PRON-', 'WAY', 'hockey', 'play', 'Classic', 'season', 'cancel', 'notion', 'hold', 'drop']","['have', 'always', 'chance', 'winter', 'get', 'way', 'hockey', 'play', 'classic', 'season', 'cancel', 'notion', 'hold', 'drop']",[]
17,264388397307682816,NHL Men's San Jose Shar http://t.co/ubkOGLn3,856086758,2012-11-02 15:28:00,,,,,[],[],[],"[(""NHL Men's"", 'ORG'), ('San Jose Shar', 'FAC')]","['Shar', 'Jose', 'Mens', 'San', 'NHL']","['shar', 'jose', 'mens', 'san', 'nhl']",[]
17,264399201818013696,The @NHL just canceled Christmas sorry everyone!,478051818,2012-11-02 16:10:56,NY,,,,[],[50004938],[],"[('@NHL', 'ORG'), ('Christmas', 'DATE')]","['cancel', 'everyone', 'sorry', 'Christmas']","['cancel', 'everyone', 'sorry', 'christmas']",[]
17,264399357158232064,#DISGUSTING Apparently this is how you thank your fans..... SMH Source: NHL to cancel Winter Classic Thursday http://t.co/SbX1LDXG,186955066,2012-11-02 16:11:33, ,,,,['DISGUSTING'],[],[],"[('#', 'CARDINAL'), ('NHL', 'ORG'), ('Winter Classic', 'FAC'), ('Thursday', 'DATE')]","['thank', 'Winter', 'Source', 'Classic', 'NHL', 'cancel', 'Thursday', 'fan', 'SMH', 'apparently']","['thank', 'winter', 'source', 'classic', 'nhl', 'cancel', 'thursday', 'fan', 'smh', 'apparently']",[]
17,264400158089936896,All of the #NHL news is so disheartening. The real losers in this situation are the fans. We just want to see the sport we love!,307183079,2012-11-02 16:14:44,"San Jose, CA",,,,['NHL'],[],[],"[('#', 'CARDINAL'), ('NHL', 'ORG')]","['loser', 'love', 'real', 'news', 'spo', 'situation', 'fan', 'see', 'disheaene', 'want']","['loser', 'love', 'real', 'news', 'spo', 'situation', 'fan', 'see', 'disheaene', 'want']",['disheaene']
17,264401655838150656,"Dude, BAD move. Awful. NHL expected to cancel Winter Classic this afternoon: http://t.co/aPwrfqeX",15726929,2012-11-02 16:20:41,,,,,[],[],[],"[('BAD', 'ORG'), ('NHL', 'ORG'), ('Winter Classic', 'FAC'), ('this afternoon', 'TIME')]","['Winter', 'Dude', 'BAD', 'expect', 'NHL', 'move', 'cancel', 'afternoon', 'Awful', 'classic']","['winter', 'dude', 'bad', 'expect', 'nhl', 'move', 'cancel', 'afternoon', 'awful', 'classic']",[]
17,264401936495828993,Sources say #NHL Winter Classic to be cancelled today http://t.co/nVkj546v,45107029,2012-11-02 16:21:48,WEST MICHIGAN'S SPORTS CHOICE,,,,['NHL'],[],[],"[('#', 'CARDINAL'), ('NHL', 'ORG'), ('Winter', 'PRODUCT'), ('today', 'DATE')]","['Winter', 'Classic', 'cancel', 'say', 'today', 'source']","['winter', 'classic', 'cancel', 'say', 'today', 'source']",[]
18,255836324655943680,I just can't wait unit Keyshia Cole come on,458740778,2012-10-10 01:05:07,,,,,[],[],[],"[('Keyshia Cole', 'PERSON')]","['Keyshia', 'not', 'Cole', 'can', 'unit', 'wait', 'come']","['keyshia', 'not', 'cole', 'can', 'unit', 'wait', 'come']",[]
18,255836501030621187,Ready For The Keyshia Cole Reality Show To Come On.!!,465969676,2012-10-10 01:05:49,252,,,,[],[],[],"[('Ready For The Keyshia Cole Reality Show', 'PERSON')]","['Keyshia', 'Cole', 'Reality', 'ready', 'Show', 'come']","['keyshia', 'cole', 'reality', 'ready', 'show', 'come']",[]
18,255836593250775040,watching the hip hop awards...i can't wait to watch keyshia cole show she loves it!,56175438,2012-10-10 01:06:11,"Dallas, TX",,,,[],[],[],[],"['hop', 'not', 'love', 'show', 'can', 'cole', 'wait', 'hip', 'watch', 'keyshia', 'awardsi']","['hop', 'not', 'love', 'show', 'can', 'cole', 'wait', 'hip', 'watch', 'keyshia', 'awardsi']",['awardsi']
18,255836773710696448,I cant wait till keyshia cole showw come on next,363384349,2012-10-10 01:06:54,,,,,[],[],[],[],"['not', 'next', 'can', 'cole', 'wait', 'come', 'till', 'keyshia', 'showw']","['not', 'next', 'can', 'cole', 'wait', 'come', 'till', 'keyshia', 'showw']",['showw']
18,255837084202434560,"Keyshia Cole, beautiful",242914193,2012-10-10 01:08:08,,,,,[],[],[],"[('Keyshia Cole', 'PERSON')]","['beautiful', 'Keyshia', 'Cole']","['beautiful', 'keyshia', 'cole']",[]
18,255837100652494848,Keyshia Cole Show Come On Tonight :),365708872,2012-10-10 01:08:12,"Morgan State University, Baltimore",,,,[],[],[],"[('Keyshia Cole', 'PERSON'), ('Tonight', 'TIME')]","['Keyshia', 'Cole', 'tonight', 'Show', 'come']","['keyshia', 'cole', 'tonight', 'show', 'come']",[]
18,255837155115532288,Why keyshia Cole gotta be so fine... off pitch singing ass! Lol,133088525,2012-10-10 01:08:25,"Seattle, WA",,,,[],[],[],"[('Cole', 'PRODUCT')]","['Cole', 'singe', 'Lol', 'get', 'ta', 'ass', 'pitch', 'fine', 'keyshia']","['cole', 'singe', 'lol', 'get', 'ta', 'ass', 'pitch', 'fine', 'keyshia']",[]
18,255837209737965568,Hype for the Keyshia Cole premiere..hopefully Frankie has some cameos lol,35263342,2012-10-10 01:08:38,"Chicago, IL",,,,[],[],[],"[('Keyshia Cole', 'PRODUCT'), ('Frankie', 'PERSON')]","['Keyshia', 'Cole', 'cameo', 'Hype', 'Frankie', 'lol', 'premierehopefully']","['keyshia', 'cole', 'cameo', 'hype', 'frankie', 'lol', 'premierehopefully']",['premierehopefully']
18,255837293762461696,Anybody gonna watch the Keyshia n Boobie show?,35972588,2012-10-10 01:08:58,In a daze....,,,,[],[],[],"[('the Keyshia n Boobie show', 'FAC')]","['Keyshia', 'show', 'na', 'Boobie', 'watch', 'Anybody', 'gon']","['keyshia', 'show', 'na', 'boobie', 'watch', 'anybody', 'gon']",[]
18,255837318739525633,“@RedHeadColaa_: Keyshia Cole might need to give me her husband. 😍”,323063090,2012-10-10 01:09:04,,,,,[],[2824020907],[],"[('Keyshia Cole', 'PERSON')]","['Keyshia', 'husband', 'give', 'Cole', 'may', '""', 'need', '“', '😍']","['keyshia', 'husband', 'give', 'cole', 'may', 'need']",[]
