0,1,2,3,4,5,6,7,8,9,10,11,12
1059603537062232065,@mobashernewss,ارقام الطوارئ الشرطة و الإسعاف و الاطفاء 112 طوارئ كهرباء والماء 152 الاشغال 150 لبلدية الكويت 139 وزارة الصحة 151 مطار الكويت 161 #امطار_الكويت #سيول_الكويت,上午8:29 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#سيول_الكويت']",[],"['ارقام', 'الطوارئ', 'الشرطة', 'و', 'الإسعاف', 'و', 'الاطفاء', '112', 'طوارئ', 'كهرباء', 'والماء', '152', 'الاشغال', '150', 'لبلدية', 'الكويت', '139', 'وزارة', 'الصحة', '151', 'مطار', 'الكويت', '161']",2018-11-06 08:29:00,"['ارقام', 'الطوارئ', 'الشرطة', 'و', 'الإسعاف', 'و', 'الاطفاء', '112', 'طوارئ', 'كهرباء', 'و', 'الماء', '152', 'الاشغال', '150', 'ل', 'بلدية', 'الكويت', '139', 'وزارة', 'الصحة', '151', 'مطار', 'الكويت', '161']","['الكويت', 'مطار الكويت']",[]
1059604807584022530,@al3needa_25,#صوت_الرعد #صوت_المطر #امطار_الكويت . اناشد وزير التربيه بتعطيل المدارس للطلبه والمعلمين جد لانعلم ماهي احوال المباني اذا البيوت تسربت والكهربا طفت كيف المدارس &amp;gt;&amp;gt;&amp;gt;&amp;gt;الحمدلله في اجازه 😊,上午8:34 · 2018年11月6日,Kuwait_floods_18,[],"['#صوت_الرعد', '#صوت_المطر', '#امطار_الكويت']",[],"['', 'اناشد', 'وزير', 'التربيه', 'بتعطيل', 'المدارس', 'للطلبه', 'والمعلمين', 'جد', 'لانعلم', 'ماهي', 'احوال', 'المباني', 'اذا', 'البيوت', 'تسربت', 'والكهربا', 'طفت', 'كيف', 'المدارس', '&amp;gt;&amp;gt;&amp;gt;&amp;gt;الحمدلله', 'في', 'اجازه', '😊']",2018-11-06 08:34:00,"['اناشد', 'وزير', 'التربيه', 'ب', 'تعطيل', 'المدارس', 'ل', 'الطلب', 'ه', 'و', 'المعلمين', 'جد', 'ل', 'أنعلم', 'ماهي', 'احوال', 'المباني', 'اذا', 'البيوت', 'تسربت', 'و', 'الكهربا', 'طفت', 'كيف', 'المدارس', '&a', 'm', 'p;gt;&a', 'm', 'p', 'gt;&a', 'm', 'p', 'g', 't;&a', 'p', 'g', 'دالحددلل', 'ه', 'في', 'إجاز', 'ه']",[],[]
1059604807059718144,@naharkw,بالفيديو - أمطار غزيرة وبرق ورعد في منطقة #هدية #امطار_الكويت https://t.co/Poxn4PeSqc,上午8:34 · 2018年11月6日,Kuwait_floods_18,[],"['#هدية', '#امطار_الكويت']",['https://t.co/Poxn4PeSqc'],"['بالفيديو', '-', 'أمطار', 'غزيرة', 'وبرق', 'ورعد', 'في', 'منطقة']",2018-11-06 08:34:00,"['بالفيديو', 'أمطار', 'غزيرة', 'و', 'برق', 'و', 'رعد', 'في', 'منطقة']",[],[]
1059605291786997761,@naharkw,#فيديو من أحد شوارع منطقة حولي #امطار_الكويت https://t.co/o3CyaNkBrx,上午8:36 · 2018年11月6日,Kuwait_floods_18,[],"['#فيديو', '#امطار_الكويت']",['https://t.co/o3CyaNkBrx'],"['من', 'أحد', 'شوارع', 'منطقة', 'حولي']",2018-11-06 08:36:00,"['من', 'أحد', 'شوارع', 'منطقة', 'حولي']",[],[]
1059605537548046336,@Alafasy,اللهم اجعله نافعاً غير ضار 🤲 #أمطار_الكويت,上午8:37 · 2018年11月6日,Kuwait_floods_18,[],['#أمطار_الكويت'],[],"['اللهم', 'اجعله', 'نافعاً', 'غير', 'ضار', '🤲']",2018-11-06 08:37:00,"['اللهم', 'أجعل', 'ه', 'نافعاً', 'غير', 'ضار']",[],[]
1059607677226176512,@ALHAJRY_Q8,#امطار_الكويت غرفة انعاش في احد المستشفيات تحولت الي جاكوزي https://t.co/xk1hANey46,上午8:45 · 2018年11月6日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/xk1hANey46'],"['غرفة', 'انعاش', 'في', 'احد', 'المستشفيات', 'تحولت', 'الي', 'جاكوزي']",2018-11-06 08:45:00,"['غرفة', 'انعاش', 'في', 'احد', 'المستشفيات', 'تحولت', 'الي', 'جاكوزي']",['جاكوزي'],[]
1059609284542115840,@mobashernewss,.... غـَــــرق #امطار_الكويت #سيول_الكويت #الكويت_تغرق #صوت_المطر #فيديو_مباشر_نيوز https://t.co/R14UqsP8hU,上午8:51 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#سيول_الكويت', '#الكويت_تغرق', '#صوت_المطر', '#فيديو_مباشر_نيوز']",['https://t.co/R14UqsP8hU'],"['', 'غـَــــرق']",2018-11-06 08:51:00,['غـَــــرق'],[],[]
1059609310853058560,@M_Almasri,بعد هالغرقه ودي اعرف هذا كان تصريح للمواطنين ولا سؤال ؟! #الكويت #أمطار_الكويت,上午8:52 · 2018年11月6日,Kuwait_floods_18,[],"['#الكويت', '#أمطار_الكويت']",[],"['بعد', 'هالغرقه', 'ودي', 'اعرف', 'هذا', 'كان', 'تصريح', 'للمواطنين', 'ولا', 'سؤال', '؟']",2018-11-06 08:52:00,"['بعد', 'هالغرق', 'ه', 'ودي', 'اعرف', 'هذا', 'كان', 'تصريح', 'ل', 'المواطنين', 'و', 'لا', 'سؤال']",[],[]
1059609422509604864,@aldrwaza,اللهم احفظ الكويت واجعلها امطار رحمه وبركه اللهم احفظنا واحفظ الكويت وشعبها من كل مكروه. #امطار_الكويت #الكويت_تغرق,上午8:52 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#الكويت_تغرق']",[],"['اللهم', 'احفظ', 'الكويت', 'واجعلها', 'امطار', 'رحمه', 'وبركه', 'اللهم', 'احفظنا', 'واحفظ', 'الكويت', 'وشعبها', 'من', 'كل', 'مكروه']",2018-11-06 08:52:00,"['اللهم', 'احفظ', 'الكويت', 'و', 'أجعل', 'ها', 'امطار', 'رحم', 'ه', 'و', 'برك', 'ه', 'اللهم', 'أحفظ', 'نا', 'و', 'أحفظ', 'الكويت', 'و', 'شعب', 'ها', 'من', 'كل', 'مكروه']","['الكويت', 'الكويت']",[]
1059611347963572229,@naharkw,فيديو متداول - الكاميرا المرورية في نفق #المنقف تلتقط صوراً عشوائية بعد إصابتها بعطل بسبب الأمطار الغزيرة #امطار_الكويت #صوت_الرعد https://t.co/lUz3FjTlFx,上午9:00 · 2018年11月6日,Kuwait_floods_18,[],"['#المنقف', '#امطار_الكويت', '#صوت_الرعد']",['https://t.co/lUz3FjTlFx'],"['فيديو', 'متداول', '-', 'الكاميرا', 'المرورية', 'في', 'نفق', 'تلتقط', 'صوراً', 'عشوائية', 'بعد', 'إصابتها', 'بعطل', 'بسبب', 'الأمطار', 'الغزيرة']",2018-11-06 09:00:00,"['فيديو', 'متداول', 'الكاميرا', 'المرورية', 'في', 'نفق', 'تلتقط', 'صوراً', 'عشوائية', 'بعد', 'إصابة', 'ها', 'ب', 'عطل', 'ب', 'سبب', 'الأمطار', 'الغزيرة']",[],[]
1059614738907324416,@balasfar,فسادهم ما تشيله البواليع #الكويت_تغرق #امطار_الكويت,上午9:13 · 2018年11月6日,Kuwait_floods_18,[],"['#الكويت_تغرق', '#امطار_الكويت']",[],"['فسادهم', 'ما', 'تشيله', 'البواليع']",2018-11-06 09:13:00,"['فساد', 'هم', 'ما', 'تشيل', 'ه', 'البواليع']",[],[]
1059614814715158529,@aaff10011,أنشرها غيرك يحتاجها للمساعدة ارقام الطوارئ في دولة الكويت . الشرطة و الإسعاف و المطافئ 112 طوارئ الكهرباءوالماء 152 وزارة الصحة 151 وزارة الأشغال 150 بلدية الكويت 139 #امطار_الكويت 161 https://t.co/C3wquG1ngo,上午9:13 · 2018年11月6日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/C3wquG1ngo'],"['أنشرها', 'غيرك', 'يحتاجها', 'للمساعدة', 'ارقام', 'الطوارئ', 'في', 'دولة', 'الكويت', '', 'الشرطة', 'و', 'الإسعاف', 'و', 'المطافئ', '112', 'طوارئ', 'الكهرباءوالماء', '152', 'وزارة', 'الصحة', '151', 'وزارة', 'الأشغال', '150', 'بلدية', 'الكويت', '139', '161']",2018-11-06 09:13:00,"['أنشر', 'ها', 'غيرك', 'يحتاج', 'ها', 'ل', 'المساعدة', 'ارقام', 'الطوارئ', 'في', 'دولة', 'الكويت', 'الشرطة', 'و', 'الإسعاف', 'و', 'المطافئ', '112', 'طوارئ', 'الكهرباءوالماء', '152', 'وزارة', 'الصحة', '151', 'وزارة', 'الأشغال', '150', 'بلدية', 'الكويت', '139', '161']","['الكويت', 'الكويت']",[]
1059617413510127618,@mobashernewss,مستشفى الفروانية .. غرقان ! #صوت_المطر #صوت_الرعد #امطار_الكويت #الكويت_تغرق https://t.co/6GZyEkjK00,上午9:24 · 2018年11月6日,Kuwait_floods_18,[],"['#صوت_المطر', '#صوت_الرعد', '#امطار_الكويت', '#الكويت_تغرق']",['https://t.co/6GZyEkjK00'],"['مستشفى', 'الفروانية', '', 'غرقان', '']",2018-11-06 09:24:00,"['مستشفى', 'الفروانية', 'غرقان']",['مستشفى الفروانية  غرقان'],[]
1059622116214145024,@emadaloqab89,الي حصل اليوم انذار شديد اللهجة الي كل فاسد وكل مخادع وكل سارق للمال العام كفى الي هنا واتضح الفساد وسرقات المشاريع كلاهم فضحهم مطر الخير #صوت_الرعد #امطار_الكويت,上午9:42 · 2018年11月6日,Kuwait_floods_18,[],"['#صوت_الرعد', '#امطار_الكويت']",[],"['الي', 'حصل', 'اليوم', 'انذار', 'شديد', 'اللهجة', 'الي', 'كل', 'فاسد', 'وكل', 'مخادع', 'وكل', 'سارق', 'للمال', 'العام', 'كفى', 'الي', 'هنا', 'واتضح', 'الفساد', 'وسرقات', 'المشاريع', 'كلاهم', 'فضحهم', 'مطر', 'الخير']",2018-11-06 09:42:00,"['الي', 'حصل', 'اليوم', 'انذار', 'شديد', 'اللهجة', 'الي', 'كل', 'فاسد', 'و', 'كل', 'مخادع', 'و', 'كل', 'سارق', 'ل', 'المال', 'العام', 'كفى', 'الي', 'هنا', 'و', 'اتضح', 'الفساد', 'و', 'سرقات', 'المشاريع', 'كلا', 'هم', 'فضح', 'هم', 'مطر', 'الخير']",[],[]
1059630673089228800,@BaderALhjraF,هذا المواطن الوحيد اللّي يحق له أن يطرح الثقة بـ وزير الأشغال #امطار_الكويت #الكويت_تغرق https://t.co/i0B1GjQj1M,上午10:16 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#الكويت_تغرق']",['https://t.co/i0B1GjQj1M'],"['هذا', 'المواطن', 'الوحيد', 'اللّي', 'يحق', 'له', 'أن', 'يطرح', 'الثقة', 'بـ', 'وزير', 'الأشغال']",2018-11-06 10:16:00,"['هذا', 'المواطن', 'الوحيد', 'اللّي', 'يحق', 'ل', 'ه', 'أن', 'يطرح', 'الثقة', 'بـ', 'وزير', 'الأشغال']",[],[]
1059632568805609474,@k7ilan_q8,ارقام الطوارئ في الكويت : المطافي الإسعاف و الشرطه 112 طوارئ الكهرباء والماء 152 وزارة الصحة 151 وزارة الأشغال 150 بلدية الكويت 139 #امطار_الكويت #الكويت_تغرق #رتويت,上午10:24 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#الكويت_تغرق', '#رتويت']",[],"['ارقام', 'الطوارئ', 'في', 'الكويت', ':', 'المطافي', 'الإسعاف', 'و', 'الشرطه', '112', 'طوارئ', 'الكهرباء', 'والماء', '152', 'وزارة', 'الصحة', '151', 'وزارة', 'الأشغال', '150', 'بلدية', 'الكويت', '139']",2018-11-06 10:24:00,"['ارقام', 'الطوارئ', 'في', 'الكويت', 'المطافي', 'الإسعاف', 'و', 'الشرطه', '112', 'طوارئ', 'الكهرباء', 'و', 'الماء', '152', 'وزارة', 'الصحة', '151', 'وزارة', 'الأشغال', '150', 'بلدية', 'الكويت', '139']","['الكويت', 'الكويت']",[]
1059641716188295168,@smaa282,ماأجمل #الفجر فريضة تجعلك في ذمة الله شعائرها.. تحيي القلوب في تلاوة الإمام خشوع في وجوه المصلين نور هي أثقل صلاة على المنافقين أجواؤها روحانية . بأجواء ممطرة.. تروي الأجساد قبل الأرض ونسمة هواء باردة.. نتعش البدن خسر كثيرا من حرم أجرها .. وشعر بجمالها #أمطار_الكويت #صوت_الرعد,上午11:00 · 2018年11月6日,Kuwait_floods_18,[],"['#الفجر', '#أمطار_الكويت', '#صوت_الرعد']",[],"['ماأجمل', 'فريضة', 'تجعلك', 'في', 'ذمة', 'الله', 'شعائرها', 'تحيي', 'القلوب', 'في', 'تلاوة', 'الإمام', 'خشوع', 'في', 'وجوه', 'المصلين', 'نور', 'هي', 'أثقل', 'صلاة', 'على', 'المنافقين', 'أجواؤها', 'روحانية', '', 'بأجواء', 'ممطرة', 'تروي', 'الأجساد', 'قبل', 'الأرض', 'ونسمة', 'هواء', 'باردة', 'نتعش', 'البدن', 'خسر', 'كثيرا', 'من', 'حرم', 'أجرها', '', 'وشعر', 'بجمالها']",2018-11-06 11:00:00,"['ماأجمل', 'فريضة', 'تجعلك', 'في', 'ذمة', 'الله', 'شعائر', 'ها', 'تحيي', 'القلوب', 'في', 'تلاوة', 'الإمام', 'خشوع', 'في', 'وجوه', 'المصلين', 'نور', 'هي', 'أثقل', 'صلاة', 'على', 'المنافقين', 'أجواء', 'ها', 'روحانية', 'ب', 'أجواء', 'ممطرة', 'تروي', 'الأجساد', 'قبل', 'الأرض', 'و', 'نسمة', 'هواء', 'باردة', 'نتعش', 'البدن', 'خسر', 'كثيرا', 'من', 'حرم', 'أجر', 'ها', 'و', 'شعر', 'ب', 'جمال', 'ها']",[],[]
1059656205843550208,@n_ku_fire,نشكر جميع رجال الإطفاء فهم يعملون فوق طاقاتهم من ليل امس حتى صباح اليوم على دورهم الهام في حماية الأرواح والمحافظة على الممتلكات ولما يقومون به من عمل جبار ومتميز في التقليل من الخسائر ومساعدة الآخرين . #امطار_الكويت,上午11:58 · 2018年11月6日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['نشكر', 'جميع', 'رجال', 'الإطفاء', 'فهم', 'يعملون', 'فوق', 'طاقاتهم', 'من', 'ليل', 'امس', 'حتى', 'صباح', 'اليوم', 'على', 'دورهم', 'الهام', 'في', 'حماية', 'الأرواح', 'والمحافظة', 'على', 'الممتلكات', 'ولما', 'يقومون', 'به', 'من', 'عمل', 'جبار', 'ومتميز', 'في', 'التقليل', 'من', 'الخسائر', 'ومساعدة', 'الآخرين', '']",2018-11-06 11:58:00,"['نشكر', 'جميع', 'رجال', 'الإطفاء', 'ف', 'هم', 'يعملون', 'فوق', 'طاقات', 'هم', 'من', 'ليل', 'امس', 'حتى', 'صباح', 'اليوم', 'على', 'دور', 'هم', 'الهام', 'في', 'حماية', 'الأرواح', 'و', 'المحافظة', 'على', 'الممتلكات', 'و', 'ل', 'ما', 'يقومون', 'ب', 'ه', 'من', 'عمل', 'جبار', 'و', 'متميز', 'في', 'التقليل', 'من', 'الخسائر', 'و', 'مساعدة', 'الآخرين']",[],[]
1059668984319090688,@khalejianews,صباح اليوم. سيول #امطار_الكويت تغطي معظم شوارع دولة #الكويت https://t.co/XT0tBgBpta,下午12:49 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#الكويت']",['https://t.co/XT0tBgBpta'],"['صباح', 'اليوم', 'سيول', 'تغطي', 'معظم', 'شوارع', 'دولة']",2018-11-06 00:49:00,"['صباح', 'اليوم', 'سيول', 'تغطي', 'معظم', 'شوارع', 'دولة']",[],[]
1059677826826338305,@khalejianews,إنقاذ سائق شاحنة عالقة في جسر الغزالي من فوق الجسر !! #امطار_الكويت https://t.co/W5zAndQrUo,下午1:24 · 2018年11月6日,Kuwait_floods_18,[],['#امطار_الكويت'],['https://t.co/W5zAndQrUo'],"['إنقاذ', 'سائق', 'شاحنة', 'عالقة', 'في', 'جسر', 'الغزالي', 'من', 'فوق', 'الجسر', '']",2018-11-06 13:24:00,"['إنقاذ', 'سائق', 'شاحنة', 'عالقة', 'في', 'جسر', 'الغزالي', 'من', 'فوق', 'الجسر']",['جسر الغزالي'],[]
1059680045525094401,@h_altabtabai,حوار واتسباي . . سؤال لزميلي : الجامعة اليوم معطلّة جوابه : نعم حالها حال الدوائر الحكومية سؤالي : لهذة الدرجة الوضع سيء جواب : اذا مو مصدق ....روح الافنيوز بعد ساعة وشوف الناس . #الكويت_تغرق #امطار_الكويت,下午1:33 · 2018年11月6日,Kuwait_floods_18,[],"['#الكويت_تغرق', '#امطار_الكويت']",[],"['حوار', 'واتسباي', '', '', 'سؤال', 'لزميلي', ':', 'الجامعة', 'اليوم', 'معطلّة', 'جوابه', ':', 'نعم', 'حالها', 'حال', 'الدوائر', 'الحكومية', 'سؤالي', ':', 'لهذة', 'الدرجة', 'الوضع', 'سيء', 'جواب', ':', 'اذا', 'مو', 'مصدق', 'روح', 'الافنيوز', 'بعد', 'ساعة', 'وشوف', 'الناس', '']",2018-11-06 13:33:00,"['حوار', 'و', 'اتسباي', 'سؤال', 'ل', 'زميلي', 'الجامعة', 'اليوم', 'معطلّة', 'جواب', 'ه', 'نعم', 'حال', 'ها', 'حال', 'الدوائر', 'الحكومية', 'سؤالي', 'ل', 'هٰذة', 'الدرجة', 'الوضع', 'سيء', 'جواب', 'اذا', 'مو', 'مصدق', 'روح', 'الافنيوز', 'بعد', 'ساعة', 'و', 'شوف', 'الناس']",['الافنيوز'],[]
1059682584429559814,@Faiz_AlZal,. . لماذا لايعترف بعض قيادي الوزارات في الدولة بفشلهم الذريع حينما ينكشف المستور، وهل سيتخذ مجلس الوزراء اجراءات حيال ماحدث خلال سقوط الأمطار .. . . #امطار_غزيره_علي_الكويت #امطار_الكويت https://t.co/IASNHd0iEx,下午1:43 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_غزيره_علي_الكويت', '#امطار_الكويت']",['https://t.co/IASNHd0iEx'],"['', '', 'لماذا', 'لايعترف', 'بعض', 'قيادي', 'الوزارات', 'في', 'الدولة', 'بفشلهم', 'الذريع', 'حينما', 'ينكشف', 'المستور،', 'وهل', 'سيتخذ', 'مجلس', 'الوزراء', 'اجراءات', 'حيال', 'ماحدث', 'خلال', 'سقوط', 'الأمطار', '', '', '']",2018-11-06 13:43:00,"['ل', 'ماذا', 'ل', 'ايعترف', 'بعض', 'قيادي', 'الوزارات', 'في', 'الدولة', 'ب', 'فشل', 'هم', 'الذريع', 'حينما', 'ينكشف', 'المستور', 'و', 'هل', 'س', 'يتخذ', 'مجلس', 'الوزراء', 'اجراءات', 'حيال', 'ماحدث', 'خلال', 'سقوط', 'الأمطار']",[],[]
1059683343179100160,@Faiz_AlZal,. . الفساد يطفو على أسطح الشوارع في بعض مناطق الدولة ..! . . . #امطار_غزيره_علي_الكويت #امطار_الكويت https://t.co/mXEsWHYBPf,下午1:46 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_غزيره_علي_الكويت', '#امطار_الكويت']",['https://t.co/mXEsWHYBPf'],"['', '', 'الفساد', 'يطفو', 'على', 'أسطح', 'الشوارع', 'في', 'بعض', 'مناطق', 'الدولة', '', '', '', '']",2018-11-06 13:46:00,"['الفساد', 'يطفو', 'على', 'أسطح', 'الشوارع', 'في', 'بعض', 'مناطق', 'الدولة']",[],[]
1059683942297726976,@Faiz_AlZal,". . . مازال "" الوسم "" في أوله ، والغرق وارد لاحقاً..! . . . #امطار_الكويت #الكويت_الان #الكويت_تغرق",下午1:48 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#الكويت_الان', '#الكويت_تغرق']",[],"['', '', '', 'مازال', '""', 'الوسم', '""', 'في', 'أوله', '،', 'والغرق', 'وارد', 'لاحقاً..', '', '', '']",2018-11-06 13:48:00,"['مازال', 'الوسم', 'في', 'أول', 'ه', 'و', 'الغرق', 'وارد', 'لاحقاً']",[],[]
1059684694428655616,@homoudkt,أقبل فهذي الأرضُ تنتظرُ طال النّوى والصدرُ مستعرُ تدعو إلى الرحمن تسألهُ غيثاً فقد أودى بها الضّررُ أقبل بأمر الله مرحمةً كي تنشر الأرزاقُ يامطرُ واسقِ العباد ولاتكن نُذراً روِّ البلاد وأنت منهمرُ #أمطار_الكويت,下午1:51 · 2018年11月6日,Kuwait_floods_18,[],['#أمطار_الكويت'],[],"['أقبل', 'فهذي', 'الأرضُ', 'تنتظرُ', 'طال', 'النّوى', 'والصدرُ', 'مستعرُ', 'تدعو', 'إلى', 'الرحمن', 'تسألهُ', 'غيثاً', 'فقد', 'أودى', 'بها', 'الضّررُ', 'أقبل', 'بأمر', 'الله', 'مرحمةً', 'كي', 'تنشر', 'الأرزاقُ', 'يامطرُ', 'واسقِ', 'العباد', 'ولاتكن', 'نُذراً', 'روِّ', 'البلاد', 'وأنت', 'منهمرُ']",2018-11-06 13:51:00,"['أقبل', 'فهذي', 'الأرضُ', 'تنتظرُ', 'طال', 'النّوى', 'و', 'الصدرا', 'مستعرُ', 'تدعو', 'إلى', 'الرحمن', 'تسأل', 'ها', 'غيثاً', 'ف', 'قد', 'أودى', 'ب', 'ها', 'الضّررُ', 'أقبل', 'ب', 'أمر', 'الله', 'مرحمةً', 'كي', 'تنشر', 'الأرزاقُ', 'يامطرُ', 'و', 'أسقد', 'العباد', 'و', 'لا', 'تكن', 'نُذراً', 'روِّ', 'البلاد', 'و', 'أنت', 'منهمرُ']",[],[]
1059688113289728000,@khalejianews,فيديو: جانب من جهود رجال الإطفاء في مساعدة العالقين في المنازل بسبب الأمطار #الكويت_تغرق #القطاع_الخاص #وزير_التربيه #الاحوال_الجويه #عطله #وزير_الاشغال #اليوم_الثلاثاء #امطار_الكويت #كويتيات #كويتنا #مجلس_الأمة #كويت #عقارات https://t.co/p1DzP6Z9YU,下午2:05 · 2018年11月6日,Kuwait_floods_18,[],"['#الكويت_تغرق', '#القطاع_الخاص', '#وزير_التربيه', '#الاحوال_الجويه', '#عطله', '#وزير_الاشغال', '#اليوم_الثلاثاء', '#امطار_الكويت', '#كويتيات', '#كويتنا', '#مجلس_الأمة', '#كويت', '#عقارات']",['https://t.co/p1DzP6Z9YU'],"['فيديو:', 'جانب', 'من', 'جهود', 'رجال', 'الإطفاء', 'في', 'مساعدة', 'العالقين', 'في', 'المنازل', 'بسبب', 'الأمطار']",2018-11-06 14:05:00,"['فيديو', 'جانب', 'من', 'جهود', 'رجال', 'الإطفاء', 'في', 'مساعدة', 'العالقين', 'في', 'المنازل', 'ب', 'سبب', 'الأمطار']",[],[]
1059688470732570629,@AlshaerRasheed,وتبون تفرضون ضرايب ؟!! ضرايب على شنو ؟!! من زين خدماتكم ؟!! من أمانة أدائكم لواجباتكم؟!! سؤال : وين فلوس صيانة الطرق ال ٥٥ مليون دينار؟!! وين راحت؟!! #الكويت_تغرق #امطار_الكويت #صوت_الرعد,下午2:06 · 2018年11月6日,Kuwait_floods_18,[],"['#الكويت_تغرق', '#امطار_الكويت', '#صوت_الرعد']",[],"['وتبون', 'تفرضون', 'ضرايب', '؟', 'ضرايب', 'على', 'شنو', '؟', 'من', 'زين', 'خدماتكم', '؟', 'من', 'أمانة', 'أدائكم', 'لواجباتكم؟', 'سؤال', ':', 'وين', 'فلوس', 'صيانة', 'الطرق', 'ال', '٥٥', 'مليون', 'دينار؟', 'وين', 'راحت؟']",2018-11-06 14:06:00,"['و', 'تبون', 'تفرضون', 'ضرايب', 'ضرايب', 'على', 'شنو', 'من', 'زين', 'خدمات', 'كم', 'من', 'أمانة', 'أدائكم', 'ل', 'واجبات', 'كم', 'سؤال', 'وين', 'فلوس', 'صيانة', 'الطرق', 'ال', '٥٥', 'مليون', 'دينار', 'و', 'ين', 'راحت']",[],[]
1059695212979720192,@B_aljahra,هُوَ الَّذِي يُرِيكُمُ الْبَرْقَ خَوْفًا وَطَمَعًا وَيُنشِئُ السَّحَابَ الثِّقَالَ #الكويت_تغرق #أمطار_الكويت https://t.co/tMsREkWDSI,下午2:33 · 2018年11月6日,Kuwait_floods_18,[],"['#الكويت_تغرق', '#أمطار_الكويت']",['https://t.co/tMsREkWDSI'],"['هُوَ', 'الَّذِي', 'يُرِيكُمُ', 'الْبَرْقَ', 'خَوْفًا', 'وَطَمَعًا', 'وَيُنشِئُ', 'السَّحَابَ', 'الثِّقَالَ']",2018-11-06 14:33:00,"['هُوَ', 'الَّذِي', 'يُرِ', 'يكُمُ', 'الْبَرْقَ', 'خَوْفًا', 'و', 'هطعم', 'هعا', 'و', 'هينشدئا', 'السَّحَابَ', 'الثِّقَالَ']",[],[]
1059699825325887488,@liferdefempire,غرق منزل مواطن في منطقة ابو فطيرة ! #صوت_الرعد #صوت_المطر #امطار_الكويت https://t.co/26NB7eQWQd,下午2:51 · 2018年11月6日,Kuwait_floods_18,[],"['#صوت_الرعد', '#صوت_المطر', '#امطار_الكويت']",['https://t.co/26NB7eQWQd'],"['غرق', 'منزل', 'مواطن', 'في', 'منطقة', 'ابو', 'فطيرة', '']",2018-11-06 14:51:00,"['غرق', 'منزل', 'مواطن', 'في', 'منطقة', 'ابو', 'فطيرة']",['ابو فطيرة'],[]
1059699978053005312,@uae_3G,قلوبنا معاكم ياهل الكويت ... #امطار_الكويت,下午2:52 · 2018年11月6日,Kuwait_floods_18,[],['#امطار_الكويت'],[],"['قلوبنا', 'معاكم', 'ياهل', 'الكويت', '']",2018-11-06 14:52:00,"['قلوبنا', 'معاكم', 'ياهل', 'الكويت']",['الكويت'],[]
1059701543774183426,@AsSafeerNews,⁧#فيديو⁩ ..مشاهد من ⁧#أمطار_الكويت⁩.. الدائري السادس مقابل استاد جابر ⁧#الكويت⁩ ⁧#الكويت_تغرق⁩ https://t.co/bzRFlGRUxl,下午2:58 · 2018年11月6日,Kuwait_floods_18,[],"['\u2067#فيديو\u2069', '\u2067#أمطار_الكويت\u2069..', '\u2067#الكويت\u2069', '\u2067#الكويت_تغرق\u2069']",['https://t.co/bzRFlGRUxl'],"['مشاهد', 'من', 'الدائري', 'السادس', 'مقابل', 'استاد', 'جابر']",2018-11-06 14:58:00,"['مشاهد', 'من', 'الدائري', 'السادس', 'مقابل', 'استاد', 'جابر']",['استاد جابر'],[]
1059701731867742208,@Almajlliss,فيديو / جانب من الكوميديا تفاعلاً مع أحداث #أمطار_الكويت. https://t.co/6ZlUt9I4fS,下午2:59 · 2018年11月6日,Kuwait_floods_18,[],['#أمطار_الكويت.'],['https://t.co/6ZlUt9I4fS'],"['فيديو', '/', 'جانب', 'من', 'الكوميديا', 'تفاعلاً', 'مع', 'أحداث']",2018-11-06 14:59:00,"['فيديو', 'جانب', 'من', 'الكوميديا', 'تفاعلاً', 'مع', 'أحداث']",[],[]
1059704701405540352,@khalejianews,#الكويت_تغرق #امطار_الكويت جانب من غرق بعض سكن #الوافدين بالكويت https://t.co/S33mcNFYju,下午3:11 · 2018年11月6日,Kuwait_floods_18,[],"['#الكويت_تغرق', '#امطار_الكويت', '#الوافدين']",['https://t.co/S33mcNFYju'],"['جانب', 'من', 'غرق', 'بعض', 'سكن', 'بالكويت']",2018-11-06 15:11:00,"['جانب', 'من', 'غرق', 'بعض', 'سكن', 'بالكويت']",['بالكويت'],[]
1059707614060257280,@khalejianews,الان من الدائري السادس مقابل الاستاد #امطار_الكويت #الكويت_تغرق #امطار_غزيره_علي_الكويت https://t.co/MrqI9y7rub,下午3:22 · 2018年11月6日,Kuwait_floods_18,[],"['#امطار_الكويت', '#الكويت_تغرق', '#امطار_غزيره_علي_الكويت']",['https://t.co/MrqI9y7rub'],"['الان', 'من', 'الدائري', 'السادس', 'مقابل', 'الاستاد']",2018-11-06 15:22:00,"['الان', 'من', 'الدائري', 'السادس', 'مقابل', 'الاستاد']",[],[]
